student_id,age,gender,year,college,department,hostel_resident,part_time_job,sports_regular,chronotype,phone_type,data_plan,latent_risk,days_observed,avg_screen_time,avg_sleep,avg_night_usage,avg_location_entropy,pct_low_sleep,pct_late_sleep,mean_risk_prob,high_days,medium_days,low_days,overall_risk_label
125,19,Female,I,Madras Christian College,B.Com,0,0,1,evening,Android,High,0.31461052110694204,60,5.025499999999999,5.9045,1.2746666666666668,0.3973166666666667,0.6,0.26666666666666666,0.8507666666666667,54,6,0,High
126,23,Female,IV,Sathyabama University,IT,1,0,0,intermediate,Android,Low,0.5451560642858286,60,3.6599999999999997,5.881333333333333,0.95,0.41996666666666665,0.55,0.06666666666666667,0.7708499999999999,41,19,0,High
127,22,Female,IV,Madras University Affiliated,B.Com,1,0,1,evening,Android,Medium,-0.8252609974961264,60,3.4026666666666667,5.501833333333334,1.1681666666666668,0.38948333333333335,0.8666666666666667,0.21666666666666667,0.7213499999999999,36,20,4,High
128,18,Male,III,Madras Christian College,Civil,1,1,0,morning,Android,Low,-0.4234385900369759,60,5.0968333333333335,6.793166666666666,0.716,0.43651666666666666,0.06666666666666667,0.0,0.6378833333333334,22,28,10,High
129,23,Male,III,Presidency College,CSE,1,0,1,intermediate,iOS,Low,-1.4914652226472758,60,3.291,7.692833333333334,0.8938333333333334,0.4112166666666666,0.0,0.06666666666666667,0.30815000000000003,2,9,49,Low
130,17,Male,I,Sathyabama University,BBA,1,0,1,evening,Android,Medium,-0.7212805968284579,60,4.167166666666667,5.6825,1.1351666666666667,0.38915,0.75,0.18333333333333332,0.7673833333333333,45,14,1,High
131,19,Male,I,Presidency College,EEE,1,0,1,evening,Android,Medium,0.32130040439317875,60,3.4564999999999997,5.944500000000001,1.2416666666666667,0.39863333333333334,0.5833333333333334,0.2833333333333333,0.7786333333333334,44,16,0,High
132,22,Male,I,Loyola College,IT,0,0,1,intermediate,Android,Medium,-0.5484882248654462,60,4.5104999999999995,6.3425,1.0243333333333333,0.3877,0.2833333333333333,0.15,0.6856833333333333,28,27,5,High
133,18,Male,I,Guru Nanak College,B.Com,1,0,0,morning,iOS,Medium,0.8861763602253604,60,4.194,6.012333333333333,0.7601666666666667,0.44891666666666663,0.48333333333333334,0.06666666666666667,0.80565,47,13,0,High
134,19,Female,II,Velammal Engineering,Data Science,0,0,0,morning,Android,Medium,-0.5664630929553132,60,4.525166666666666,5.492166666666666,0.8106666666666666,0.42146666666666666,0.7833333333333333,0.06666666666666667,0.7543000000000001,42,17,1,High
135,24,Male,IV,Saveetha Engineering,BA English,1,0,0,intermediate,Android,Medium,0.3055483617852427,60,6.247333333333333,6.750666666666667,0.9301666666666667,0.4235166666666667,0.03333333333333333,0.1,0.7788666666666667,49,9,2,High
136,21,Male,II,IIT Madras,B.Com,0,1,0,morning,Android,High,0.3440333177528557,60,4.434333333333333,6.687666666666667,0.7876666666666666,0.40571666666666667,0.06666666666666667,0.08333333333333333,0.6837,29,27,4,High
137,21,Male,III,Presidency College,BBA,0,0,0,intermediate,Android,Medium,0.05420285820973009,60,2.8975,7.322666666666667,0.9016666666666667,0.44416666666666665,0.0,0.11666666666666667,0.47701666666666664,5,25,30,Medium
138,22,Male,IV,Madras University Affiliated,Mechanical,1,0,0,evening,Android,Medium,0.32009157971857366,60,3.3593333333333333,4.872333333333333,1.2601666666666667,0.4265833333333333,0.9833333333333333,0.31666666666666665,0.8702166666666666,57,3,0,High
139,24,Male,III,Madras Christian College,ECE,1,1,0,evening,Android,High,0.14701690769843365,60,6.945833333333334,6.2203333333333335,1.2081666666666666,0.41013333333333335,0.2833333333333333,0.16666666666666666,0.8713333333333334,58,2,0,High
140,20,Female,III,Loyola College,Civil,0,0,0,intermediate,Android,High,0.1334156956772142,60,5.1610000000000005,7.129666666666666,1.0463333333333333,0.43861666666666665,0.0,0.11666666666666667,0.6793,29,29,2,High
141,17,Female,I,Loyola College,Data Science,0,0,0,evening,Android,High,0.7211797039582288,60,4.317166666666666,6.7925,1.2311666666666667,0.42233333333333334,0.05,0.23333333333333334,0.7504833333333333,38,22,0,High
142,17,Male,II,Hindustan Institute,B.Com,0,0,0,intermediate,Android,Medium,-0.11109006975573735,60,4.724333333333333,6.3365,0.9226666666666666,0.4391,0.26666666666666666,0.06666666666666667,0.7104666666666667,33,26,1,High
143,17,Male,I,SRM Institute,Psychology,0,0,0,intermediate,Android,High,1.0153417460345033,60,6.203333333333333,7.333166666666667,0.9686666666666667,0.4174333333333333,0.016666666666666666,0.11666666666666667,0.7773333333333333,46,13,1,High
144,18,Male,I,Madras University Affiliated,BBA,0,0,0,morning,Android,Medium,0.5581897025195631,60,4.803,5.9479999999999995,0.7366666666666667,0.40285,0.6166666666666667,0.06666666666666667,0.8028666666666666,49,11,0,High
145,23,Female,II,Presidency College,BA English,0,0,0,intermediate,Android,Medium,0.10344558013307233,60,2.943,6.765333333333333,0.9565,0.3715333333333334,0.08333333333333333,0.08333333333333333,0.56885,15,30,15,High
146,19,Male,I,Sathyabama University,Civil,0,0,1,intermediate,Android,Medium,0.304037970767221,60,4.113833333333334,6.092666666666667,0.9536666666666667,0.37853333333333333,0.36666666666666664,0.11666666666666667,0.7602166666666667,45,13,2,High
147,18,Male,I,Sathyabama University,BBA,0,0,0,intermediate,Android,Medium,0.08430040491676793,60,4.428,5.916166666666666,0.9008333333333333,0.39463333333333334,0.6,0.08333333333333333,0.7647499999999999,45,13,2,High
148,18,Female,IV,Sathyabama University,IT,1,0,0,intermediate,iOS,Medium,-1.0672203959345636,60,4.2265,6.650166666666666,0.9088333333333334,0.4234666666666667,0.13333333333333333,0.11666666666666667,0.5489499999999999,15,24,21,High
149,22,Male,IV,Saveetha Engineering,BBA,0,0,0,evening,Android,High,-0.9950905883130281,60,5.547833333333333,5.341166666666667,1.1878333333333333,0.42293333333333333,0.95,0.21666666666666667,0.8480000000000001,56,3,1,High
150,20,Female,I,IIT Madras,EEE,1,0,0,morning,Android,High,-0.5543241582367259,60,2.4964999999999997,5.409166666666667,0.7186666666666667,0.4263833333333333,0.8833333333333333,0.016666666666666666,0.6607166666666667,26,30,4,High
151,23,Female,II,Loyola College,EEE,1,0,0,intermediate,iOS,Low,1.1675948827068172,60,4.154333333333333,7.147333333333333,0.9285,0.3607833333333333,0.016666666666666666,0.11666666666666667,0.6970666666666666,28,28,4,High
152,21,Female,II,Madras Christian College,Data Science,1,0,1,morning,Android,Medium,-1.3482487510095524,60,5.346500000000001,6.188166666666667,0.8008333333333333,0.41809999999999997,0.36666666666666664,0.03333333333333333,0.6598333333333334,30,21,9,High
153,18,Female,I,Sathyabama University,BioTech,1,0,0,intermediate,Android,High,-1.149733408593834,60,7.773,6.878166666666667,0.985,0.4046,0.05,0.06666666666666667,0.7396833333333334,41,17,2,High
154,20,Female,III,Loyola College,BioTech,1,0,0,intermediate,Android,Medium,-0.9777902376604513,60,4.4055,5.009666666666666,0.9309999999999999,0.45971666666666666,1.0,0.08333333333333333,0.8234999999999999,55,5,0,High
155,23,Male,II,Anna University,EEE,1,0,0,morning,Android,Medium,0.44666153001737796,60,3.4291666666666667,5.062333333333333,0.7040000000000001,0.3873833333333333,0.95,0.03333333333333333,0.8179333333333333,51,9,0,High
156,24,Male,II,Saveetha Engineering,AI&DS,1,0,0,evening,iOS,Medium,0.060804313129929205,60,3.9501666666666666,6.647666666666667,1.1958333333333333,0.42565000000000003,0.15,0.23333333333333334,0.6925833333333333,28,27,5,High
157,20,Female,II,Loyola College,Mechanical,1,0,1,morning,Android,Low,1.8554636319853555,60,6.179833333333334,6.408166666666667,0.7281666666666666,0.36405,0.16666666666666666,0.05,0.8759666666666667,58,2,0,High
158,24,Male,IV,IIT Madras,Data Science,0,0,0,intermediate,Android,High,0.3146542715154975,60,4.976833333333333,7.356,0.9730000000000001,0.4026666666666667,0.016666666666666666,0.15,0.64395,22,32,6,High
159,17,Male,III,Sathyabama University,AI&DS,1,1,0,intermediate,Android,Medium,0.29224079441743095,60,5.903333333333333,7.2475000000000005,0.9968333333333333,0.40335,0.0,0.13333333333333333,0.6989833333333333,34,19,7,High
160,17,Male,II,Madras University Affiliated,EEE,1,0,1,morning,Android,High,1.1216577177742746,60,2.8035,6.564166666666667,0.7553333333333333,0.3861666666666667,0.15,0.03333333333333333,0.6543333333333333,23,31,6,High
161,23,Male,II,Guru Nanak College,ECE,0,1,0,intermediate,Android,Medium,0.09858421833172976,60,5.341333333333334,7.240333333333334,0.9103333333333333,0.3701166666666667,0.03333333333333333,0.08333333333333333,0.6663833333333333,29,24,7,High
162,17,Female,II,Madras University Affiliated,Mechanical,0,0,0,intermediate,Android,Low,0.5675694539438844,60,1.1711666666666667,6.1725,0.8068333333333333,0.43096666666666666,0.38333333333333336,0.03333333333333333,0.57015,15,31,14,High
163,17,Male,I,Presidency College,Psychology,1,0,0,morning,Android,Medium,-2.3106169641541796,60,4.904666666666667,6.478833333333333,0.7161666666666666,0.3907166666666667,0.25,0.0,0.48031666666666667,8,22,30,Medium
164,22,Female,III,SRM Institute,EEE,0,0,0,intermediate,Android,Medium,0.2346154513068024,60,3.0058333333333334,7.430166666666667,0.9613333333333334,0.39455,0.0,0.03333333333333333,0.4830833333333333,5,29,26,Medium
165,23,Other,III,Saveetha Engineering,EEE,0,0,0,intermediate,Android,Medium,0.4388238868278192,60,2.356333333333333,5.373,0.9570000000000001,0.4514333333333333,0.85,0.13333333333333333,0.7662666666666667,40,19,1,High
166,21,Female,IV,Madras University Affiliated,Mechanical,1,0,1,evening,Android,Medium,-0.7379461488091832,60,1.5983333333333334,4.8955,0.9916666666666667,0.4139666666666667,0.9666666666666667,0.1,0.70205,29,29,2,High
167,19,Male,IV,Madras Christian College,AI&DS,1,0,0,morning,Android,High,-0.46120832058137556,60,5.6685,7.033833333333334,0.6785,0.40523333333333333,0.016666666666666666,0.06666666666666667,0.6272,16,37,7,High
168,18,Male,I,Anna University,Data Science,0,0,1,evening,iOS,Medium,-2.072833833715928,60,3.942333333333333,6.991,1.2581666666666667,0.38055,0.03333333333333333,0.21666666666666667,0.4344,4,23,33,Low
169,19,Male,III,Loyola College,Mechanical,0,0,0,intermediate,Android,Medium,-0.311677285487034,60,4.552499999999999,6.746333333333333,0.9045000000000001,0.44639999999999996,0.08333333333333333,0.11666666666666667,0.64315,20,33,7,High
170,21,Male,I,Velammal Engineering,Data Science,0,0,0,evening,Android,Low,0.44306666542523687,60,2.6473333333333335,5.9896666666666665,1.2253333333333332,0.40025,0.5166666666666667,0.23333333333333334,0.7232666666666667,33,23,4,High
171,17,Female,II,Presidency College,BioTech,0,0,0,intermediate,Android,Medium,0.22123493351413331,60,4.3955,6.883833333333333,0.9343333333333333,0.38683333333333336,0.06666666666666667,0.13333333333333333,0.63885,22,29,9,High
172,19,Male,IV,Anna University,AI&DS,1,0,0,intermediate,Android,Low,0.6395994028033184,60,4.093500000000001,8.419166666666666,0.9688333333333333,0.3923166666666667,0.0,0.1,0.4741,7,23,30,Medium
173,24,Male,IV,Loyola College,BioTech,0,0,0,morning,Android,Low,0.5442123034363843,60,4.409000000000001,6.600333333333333,0.7206666666666667,0.42965,0.1,0.016666666666666666,0.6953833333333334,28,30,2,High
174,22,Female,IV,Velammal Engineering,IT,0,0,1,evening,Android,High,0.9262518736192077,60,5.623499999999999,5.006333333333333,1.2081666666666666,0.3938,0.9833333333333333,0.23333333333333334,0.9369999999999999,60,0,0,High
175,23,Male,I,Sathyabama University,Mechanical,1,0,0,evening,Android,Medium,-0.5148145843041144,60,6.4815,6.1641666666666675,1.2771666666666666,0.40806666666666663,0.36666666666666664,0.31666666666666665,0.8236333333333333,52,8,0,High
176,23,Female,IV,Presidency College,ECE,0,0,1,morning,Android,Medium,0.7422721024649898,60,3.6616666666666666,6.082,0.7225,0.4290333333333333,0.43333333333333335,0.03333333333333333,0.7364666666666667,37,20,3,High
177,20,Male,II,Madras Christian College,Mechanical,0,0,0,intermediate,Android,High,0.2459253582472806,60,6.681,7.388166666666667,0.9423333333333334,0.40651666666666664,0.0,0.1,0.7251,35,24,1,High
178,17,Male,III,IIT Madras,Civil,1,0,1,intermediate,Android,Medium,0.6525897700314375,60,3.620833333333333,8.387833333333333,0.8516666666666667,0.3695333333333333,0.0,0.03333333333333333,0.43398333333333333,2,25,33,Low
179,19,Male,II,Guru Nanak College,B.Com,1,0,0,evening,Android,Medium,0.3197503614021133,60,3.790833333333333,6.583333333333333,1.2378333333333333,0.43325,0.11666666666666667,0.26666666666666666,0.7086,33,26,1,High
180,24,Male,II,Guru Nanak College,Civil,0,0,0,intermediate,Android,High,-0.5210855150334632,60,6.050833333333333,6.221166666666666,0.9640000000000001,0.39026666666666665,0.36666666666666664,0.11666666666666667,0.7748166666666666,50,9,1,High
181,23,Female,I,VIT Chennai,BBA,0,0,1,morning,Android,Medium,-0.28424950889434697,60,4.148166666666667,7.0705,0.781,0.4227666666666667,0.016666666666666666,0.06666666666666667,0.54855,14,29,17,High
182,17,Female,IV,Hindustan Institute,BA English,0,0,1,intermediate,Android,High,0.48819550048379673,60,3.6145,8.219,0.8981666666666667,0.39453333333333335,0.0,0.08333333333333333,0.43213333333333337,4,22,34,Low
183,22,Female,II,Saveetha Engineering,ECE,1,0,1,intermediate,Android,Medium,-0.08484952723043093,60,3.3560000000000003,5.521,0.9223333333333333,0.3783166666666667,0.8,0.08333333333333333,0.7534500000000001,40,18,2,High
184,20,Female,IV,Madras Christian College,EEE,0,0,0,morning,Android,Low,0.9775976967788017,60,4.007666666666667,6.432166666666666,0.722,0.40853333333333336,0.16666666666666666,0.016666666666666666,0.7389166666666667,43,13,4,High
185,20,Female,IV,Anna University,AI&DS,1,0,1,intermediate,Android,Medium,-0.17579224272230146,60,3.0386666666666664,6.395,0.9231666666666667,0.4172166666666667,0.21666666666666667,0.06666666666666667,0.6114499999999999,22,29,9,High
186,22,Female,III,Presidency College,Psychology,0,0,0,intermediate,Android,High,-0.2534574090334381,60,5.928833333333333,6.606333333333334,0.9573333333333333,0.40645000000000003,0.1,0.1,0.7388166666666667,36,22,2,High
187,21,Female,IV,SRM Institute,Data Science,0,0,0,intermediate,Android,High,-0.0661445486741594,60,4.625,5.995333333333333,0.9121666666666666,0.40508333333333335,0.5,0.1,0.7803833333333333,45,15,0,High
188,20,Male,I,Anna University,IT,1,0,0,intermediate,Android,Medium,-0.09739800670662684,60,3.6238333333333332,6.595,1.015,0.41355,0.11666666666666667,0.1,0.6414333333333333,22,32,6,High
189,17,Female,I,Saveetha Engineering,Mechanical,0,0,0,intermediate,iOS,Medium,0.11270899752896316,60,2.9971666666666668,7.189666666666667,0.9209999999999999,0.38658333333333333,0.016666666666666666,0.13333333333333333,0.5356000000000001,11,32,17,High
190,22,Male,I,Madras University Affiliated,Civil,0,0,1,intermediate,Android,Low,-1.4147514924502813,60,4.6665,6.151333333333333,0.9576666666666667,0.43496666666666667,0.31666666666666665,0.06666666666666667,0.62345,21,29,10,High
191,23,Male,I,VIT Chennai,B.Com,0,0,0,evening,Android,Low,-0.21938268564362484,60,1.636,5.773666666666667,1.049,0.44403333333333334,0.7166666666666667,0.15,0.6563666666666667,29,23,8,High
192,24,Male,II,Madras Christian College,Psychology,0,0,1,evening,Android,Medium,-0.79945020612011,60,4.781166666666667,6.401833333333333,1.1866666666666668,0.40728333333333333,0.25,0.21666666666666667,0.6889166666666667,28,28,4,High
193,17,Female,IV,Saveetha Engineering,Data Science,1,0,0,intermediate,Android,Low,-1.5583093098107779,60,3.3209999999999997,5.512166666666667,0.99,0.39781666666666665,0.8833333333333333,0.13333333333333333,0.6525,27,25,8,High
194,23,Male,IV,Guru Nanak College,Mechanical,0,1,0,evening,Android,Medium,0.6269750254516526,60,4.5840000000000005,6.5248333333333335,1.3001666666666667,0.41591666666666666,0.13333333333333333,0.31666666666666665,0.7926666666666667,47,13,0,High
195,21,Other,II,Loyola College,EEE,1,0,0,evening,Android,Low,0.24565161325619456,60,3.6679999999999997,6.511166666666667,1.1948333333333332,0.41156666666666664,0.2,0.23333333333333334,0.6877833333333334,32,20,8,High
196,21,Male,II,Saveetha Engineering,AI&DS,1,0,1,morning,Android,Medium,-0.10512232481779055,60,2.277,5.687166666666667,0.7255,0.4374333333333334,0.7333333333333333,0.03333333333333333,0.6692666666666667,32,19,9,High
197,23,Female,I,IIT Madras,IT,0,0,0,morning,Android,High,0.3234057560107618,60,3.7224999999999997,6.7428333333333335,0.7333333333333333,0.41368333333333335,0.08333333333333333,0.05,0.6091166666666666,17,33,10,High
198,19,Female,II,Presidency College,BioTech,1,0,0,evening,Android,Medium,-0.7072123636473652,60,3.9605,6.940666666666667,1.1843333333333335,0.42643333333333333,0.03333333333333333,0.2833333333333333,0.5588166666666667,12,30,18,High
199,24,Male,IV,Velammal Engineering,Mechanical,1,0,0,intermediate,iOS,High,-0.28837872336367676,60,5.8385,7.1155,0.9359999999999999,0.3794666666666667,0.016666666666666666,0.08333333333333333,0.6773333333333333,27,30,3,High
200,23,Female,IV,SRM Institute,BioTech,0,0,1,intermediate,Android,Medium,0.40913240074396295,60,5.781499999999999,7.571166666666667,1.0468333333333333,0.40558333333333335,0.0,0.11666666666666667,0.6786833333333334,28,27,5,High
201,19,Female,III,Guru Nanak College,BioTech,0,0,0,intermediate,Android,Low,-0.6489705710844386,60,4.115833333333333,7.462000000000001,0.9971666666666666,0.36336666666666667,0.0,0.03333333333333333,0.4634,7,24,29,Medium
202,22,Female,II,Presidency College,Mechanical,0,0,0,intermediate,iOS,Low,0.747447796736985,60,6.3865,6.366833333333333,0.9183333333333333,0.40271666666666667,0.26666666666666666,0.11666666666666667,0.8523166666666667,54,6,0,High
203,22,Male,I,Hindustan Institute,BioTech,1,0,0,morning,iOS,High,1.650019935394516,60,5.770833333333333,6.8821666666666665,0.6890000000000001,0.4306,0.03333333333333333,0.016666666666666666,0.8069333333333333,53,6,1,High
204,22,Male,I,Madras University Affiliated,AI&DS,0,0,0,evening,iOS,Medium,-0.8540263314034183,60,6.519,6.140833333333333,1.3525,0.42783333333333334,0.38333333333333336,0.3333333333333333,0.8123,49,10,1,High
205,24,Male,I,SRM Institute,CSE,0,0,0,intermediate,Android,High,0.23471516451352242,60,3.9363333333333332,7.0685,0.9816666666666667,0.4217166666666667,0.016666666666666666,0.08333333333333333,0.6105,15,37,8,High
206,22,Female,IV,Saveetha Engineering,BA English,1,0,0,intermediate,Android,High,-0.059971960671238195,60,5.062833333333333,6.900833333333334,0.9755,0.37628333333333336,0.06666666666666667,0.06666666666666667,0.6517333333333333,23,31,6,High
207,22,Male,I,Presidency College,BioTech,0,0,0,morning,Android,Medium,0.19935883418852496,60,2.0661666666666667,7.870500000000001,0.6668333333333333,0.39735000000000004,0.0,0.016666666666666666,0.32904999999999995,2,12,46,Low
208,24,Male,I,Presidency College,BA English,1,0,0,intermediate,Android,Medium,0.3371787599007223,60,5.019,6.175166666666667,0.9934999999999999,0.43853333333333333,0.26666666666666666,0.1,0.8046833333333333,51,9,0,High
209,24,Male,III,Madras Christian College,B.Com,1,1,0,evening,Android,Medium,-0.1794041270060558,60,4.132666666666667,6.547333333333333,1.187,0.37855,0.2,0.26666666666666666,0.6683833333333333,29,22,9,High
210,21,Male,I,Loyola College,Mechanical,1,1,1,evening,Android,Medium,-0.47534139898396605,60,3.928166666666667,5.3965000000000005,1.1396666666666666,0.3792666666666667,0.8833333333333333,0.21666666666666667,0.8042,47,12,1,High
211,17,Female,III,Hindustan Institute,BA English,0,0,0,intermediate,iOS,Low,0.11266274122219991,60,5.073833333333334,8.600833333333332,0.886,0.4252333333333333,0.0,0.03333333333333333,0.4483666666666667,3,26,31,Low
212,20,Male,IV,VIT Chennai,BBA,1,0,1,evening,Android,Medium,0.8804780854090482,60,2.1863333333333332,5.745500000000001,1.1631666666666667,0.39331666666666665,0.7333333333333333,0.25,0.7764166666666666,45,13,2,High
213,20,Male,III,Saveetha Engineering,BA English,1,0,0,morning,Android,Medium,-1.1773531541365505,60,4.5024999999999995,5.7395000000000005,0.7938333333333334,0.42205,0.65,0.06666666666666667,0.6977833333333333,32,23,5,High
214,17,Male,IV,Sathyabama University,B.Com,1,0,0,intermediate,Android,Low,-0.2097389622910727,60,3.2998333333333334,6.8020000000000005,0.8956666666666667,0.4296166666666667,0.11666666666666667,0.03333333333333333,0.5563,12,31,17,High
215,20,Female,I,Madras University Affiliated,IT,1,0,0,morning,Android,High,0.5874437404491974,60,4.120333333333333,6.025,0.7271666666666667,0.40753333333333336,0.45,0.03333333333333333,0.7648666666666667,41,17,2,High
216,18,Female,I,Loyola College,Mechanical,0,0,1,intermediate,Android,High,-0.5194650495363153,60,4.275166666666666,7.6665,0.9831666666666667,0.4059,0.0,0.15,0.4890333333333333,9,25,26,Medium
217,18,Female,I,VIT Chennai,Data Science,1,0,1,intermediate,Android,Low,-0.8963381279292936,60,4.4928333333333335,6.630166666666667,0.9153333333333333,0.4061166666666667,0.11666666666666667,0.1,0.5850333333333333,17,28,15,High
218,21,Female,IV,Saveetha Engineering,Data Science,1,0,0,morning,Android,High,-0.08795017229614681,60,3.092,4.984333333333334,0.7611666666666667,0.4141833333333333,0.9833333333333333,0.016666666666666666,0.78795,47,11,2,High
219,20,Female,II,Guru Nanak College,AI&DS,1,0,0,evening,Android,Medium,0.08494301425776946,60,1.6013333333333333,7.872,1.0561666666666667,0.4025666666666667,0.0,0.16666666666666666,0.33403333333333335,2,14,44,Low
220,17,Male,I,SRM Institute,BioTech,0,0,0,intermediate,Android,High,-0.3756417432490666,60,4.958,6.918333333333334,0.8446666666666667,0.44891666666666663,0.06666666666666667,0.016666666666666666,0.6277333333333334,17,34,9,High
221,17,Male,III,Sathyabama University,Psychology,0,0,0,morning,Android,High,-0.3938808097116486,60,6.552333333333333,7.797666666666667,0.7138333333333333,0.40358333333333335,0.0,0.03333333333333333,0.5822666666666667,16,31,13,High
222,17,Female,IV,Loyola College,EEE,1,0,0,intermediate,Android,Medium,-1.0743235186156868,60,1.535,7.903666666666667,0.893,0.38005,0.0,0.06666666666666667,0.21495,0,1,59,Low
223,23,Male,I,VIT Chennai,Psychology,1,1,0,intermediate,Android,High,0.6731941635766854,60,3.447166666666667,6.996666666666667,0.9081666666666667,0.4105166666666667,0.03333333333333333,0.08333333333333333,0.6162166666666666,20,28,12,High
224,21,Male,III,Hindustan Institute,Data Science,1,0,1,intermediate,Android,High,-0.9323541361760157,60,7.22,7.308333333333334,0.9275,0.38111666666666666,0.016666666666666666,0.08333333333333333,0.6729,29,24,7,High
225,20,Male,III,Presidency College,BioTech,1,0,0,intermediate,Android,Medium,0.40953927282341995,60,3.3625,7.468999999999999,0.9734999999999999,0.3782,0.0,0.16666666666666666,0.5329666666666667,10,33,17,High
226,19,Female,II,IIT Madras,EEE,1,0,1,intermediate,Android,High,-0.13464658716965552,60,5.063999999999999,5.473833333333333,1.0295,0.4219,0.9,0.11666666666666667,0.8573333333333333,55,5,0,High
227,22,Female,II,VIT Chennai,ECE,0,0,0,morning,Android,Medium,2.142487898910714,60,3.0341666666666667,7.398833333333333,0.7585,0.35883333333333334,0.0,0.03333333333333333,0.6579333333333334,24,31,5,High
228,23,Male,IV,Saveetha Engineering,IT,1,0,0,intermediate,Android,Medium,-0.3885209408725377,60,5.3790000000000004,6.5645,0.9546666666666667,0.4227666666666667,0.11666666666666667,0.11666666666666667,0.6964333333333333,32,24,4,High
229,18,Female,IV,IIT Madras,EEE,0,0,1,intermediate,Android,Low,-0.0626165310427319,60,2.1153333333333335,5.3918333333333335,0.8841666666666667,0.4608666666666667,0.8666666666666667,0.08333333333333333,0.6986833333333333,36,19,5,High
230,23,Male,IV,Anna University,CSE,1,0,0,intermediate,Android,Medium,-0.276487611757359,60,3.8565,7.63,0.9753333333333334,0.41225,0.016666666666666666,0.15,0.4755333333333333,6,29,25,Medium
231,19,Male,I,Anna University,IT,1,0,1,morning,Android,High,1.2117095252642869,60,3.3938333333333333,7.588833333333333,0.7018333333333333,0.38555,0.0,0.016666666666666666,0.53715,12,28,20,High
232,22,Male,III,SRM Institute,BA English,0,0,0,evening,Android,Medium,1.628542655231005,60,3.8920000000000003,7.028833333333334,1.1925,0.39298333333333335,0.03333333333333333,0.25,0.7636333333333333,41,19,0,High
233,22,Female,III,Loyola College,BBA,1,0,1,intermediate,Android,High,0.5575635236085885,60,4.0615,6.879166666666666,0.8898333333333334,0.43029999999999996,0.06666666666666667,0.03333333333333333,0.6788500000000001,28,30,2,High
234,21,Female,II,Sathyabama University,CSE,0,0,0,morning,Android,Medium,-0.267055591804808,60,3.3123333333333336,7.1113333333333335,0.781,0.4068333333333333,0.03333333333333333,0.03333333333333333,0.47758333333333336,6,23,31,Medium
235,22,Male,III,SRM Institute,EEE,0,0,0,intermediate,iOS,Medium,-0.1345150548678317,60,3.658,7.3325,0.9213333333333333,0.44885,0.0,0.08333333333333333,0.5122833333333333,8,28,24,Medium
236,19,Male,III,VIT Chennai,Data Science,0,0,0,intermediate,iOS,High,-0.3776724621577019,60,4.651333333333333,7.422166666666667,0.9533333333333334,0.40168333333333334,0.0,0.15,0.5517333333333333,12,33,15,High
237,24,Male,IV,Velammal Engineering,EEE,0,0,0,morning,iOS,High,2.1154746776136277,60,4.835333333333334,7.150666666666667,0.6848333333333334,0.3986,0.016666666666666666,0.016666666666666666,0.75975,41,17,2,High
238,19,Male,III,Presidency College,IT,0,0,0,evening,Android,High,-1.2023762627161227,60,4.669666666666667,6.691666666666666,1.2838333333333334,0.41645,0.13333333333333333,0.25,0.6027333333333333,20,28,12,High
239,20,Female,III,SRM Institute,BBA,1,0,1,intermediate,Android,High,-1.4184259745655052,60,6.213666666666667,7.6931666666666665,0.9543333333333333,0.40925,0.0,0.05,0.5005999999999999,9,26,25,Medium
240,23,Female,IV,Saveetha Engineering,EEE,0,1,1,intermediate,Android,High,1.0095372005711933,60,3.3015,7.4238333333333335,0.9021666666666667,0.3691833333333333,0.0,0.11666666666666667,0.5922999999999999,15,32,13,High
241,20,Female,III,Saveetha Engineering,BioTech,1,0,1,intermediate,Android,High,-0.10820346031495397,60,5.126166666666666,6.537999999999999,0.9546666666666667,0.3850166666666667,0.16666666666666666,0.1,0.7219833333333334,36,20,4,High
242,24,Female,II,Madras University Affiliated,IT,1,0,0,intermediate,Android,High,0.8028532481466283,60,6.921,6.4479999999999995,0.972,0.39725,0.2,0.08333333333333333,0.8598666666666667,55,5,0,High
243,24,Female,II,Saveetha Engineering,EEE,1,0,1,intermediate,Android,High,0.5800766294783978,60,5.344166666666666,6.843666666666667,0.9168333333333333,0.3888666666666667,0.05,0.08333333333333333,0.7400166666666668,40,17,3,High
244,21,Female,I,Anna University,Mechanical,1,0,0,intermediate,Android,Medium,0.4129426296919667,60,2.4168333333333334,5.349,0.9663333333333334,0.42336666666666667,0.8833333333333333,0.1,0.7787666666666666,46,11,3,High
245,23,Male,III,VIT Chennai,EEE,1,0,0,morning,Android,Medium,0.3124905421834894,60,2.3175000000000003,7.367500000000001,0.7010000000000001,0.4067,0.0,0.03333333333333333,0.4311166666666667,4,23,33,Low
246,22,Male,II,Velammal Engineering,Data Science,1,0,1,intermediate,Android,Low,0.6343463523887346,60,2.2293333333333334,4.800166666666667,0.9221666666666667,0.4277666666666667,1.0,0.11666666666666667,0.8416166666666667,58,2,0,High
247,23,Female,I,Hindustan Institute,Civil,1,0,0,morning,Android,High,1.1849908388710428,60,3.630333333333333,7.433666666666666,0.6851666666666667,0.40873333333333334,0.0,0.05,0.6000666666666666,13,39,8,High
248,18,Female,IV,Madras Christian College,Mechanical,1,0,0,morning,Android,Medium,-0.3828619556971737,60,4.674166666666666,6.930000000000001,0.6805,0.40131666666666665,0.03333333333333333,0.03333333333333333,0.5775166666666667,13,36,11,High
