student_id,date,weekday,is_weekend,screen_time_hrs,night_usage_hrs,sleep_hours,calls_count,night_calls,app_social_hrs,app_entertainment_hrs,app_education_hrs,location_jumps,location_entropy,late_sleep_flag,low_sleep_flag,study_ratio,risk_probability,risk_label
97,2025-07-10,3,0,4.21,0.84,6.46,9,1,2.19,0.73,1.29,6,0.682,0,0,0.306,0.612,Medium
97,2025-07-11,4,0,1.91,0.98,6.59,9,1,0.0,0.0,1.91,8,0.144,0,0,1.0,0.205,Low
97,2025-07-12,5,1,4.89,1.84,6.17,10,1,2.2,2.01,0.67,7,0.092,1,0,0.137,0.807,High
97,2025-07-13,6,1,3.61,1.56,5.67,4,0,0.96,1.73,0.92,7,0.129,1,1,0.256,0.759,High
97,2025-07-14,0,0,0.5,0.5,7.15,2,0,0.0,0.2,0.3,6,0.578,0,0,0.594,0.146,Low
97,2025-07-15,1,0,2.8,0.94,7.0,6,0,0.76,0.51,1.53,6,0.65,0,0,0.547,0.389,Low
97,2025-07-16,2,0,0.92,0.91,7.49,5,1,0.66,0.26,0.0,6,0.432,0,0,0.0,0.197,Low
97,2025-07-17,3,0,0.92,0.92,5.62,6,0,0.18,0.0,0.74,7,0.245,0,1,0.801,0.418,Low
97,2025-07-18,4,0,2.05,1.79,5.72,7,1,1.27,0.78,0.0,5,0.628,1,1,0.0,0.815,High
97,2025-07-19,5,1,3.01,1.59,6.02,3,0,0.62,0.53,1.86,8,0.577,1,0,0.619,0.728,High
97,2025-07-20,6,1,2.52,2.22,5.28,11,3,0.44,0.0,2.08,8,0.389,1,1,0.825,0.75,High
97,2025-07-21,0,0,1.66,1.5,6.46,6,1,0.41,0.67,0.58,5,0.578,0,0,0.349,0.599,Medium
97,2025-07-22,1,0,1.39,1.39,5.72,8,2,0.43,0.48,0.49,7,0.397,0,1,0.349,0.47,Medium
97,2025-07-23,2,0,0.61,0.61,6.65,9,0,0.57,0.04,0.0,8,0.694,0,0,0.0,0.358,Low
97,2025-07-24,3,0,0.52,0.52,7.55,3,1,0.0,0.41,0.11,6,0.102,0,0,0.215,0.148,Low
97,2025-07-25,4,0,2.65,1.07,7.12,3,3,1.32,0.29,1.04,2,0.33,0,0,0.392,0.293,Low
97,2025-07-26,5,1,2.7,0.87,6.37,7,2,1.25,0.97,0.49,9,0.305,0,0,0.18,0.535,Medium
97,2025-07-27,6,1,2.27,2.27,5.77,8,0,1.16,0.0,1.11,7,0.649,1,1,0.489,0.868,High
97,2025-07-28,0,0,0.5,0.5,7.78,6,1,0.29,0.21,0.0,3,0.224,0,0,0.0,0.128,Low
97,2025-07-29,1,0,1.74,1.43,7.1,6,0,0.85,0.89,0.0,5,0.333,0,0,0.0,0.241,Low
97,2025-07-30,2,0,2.82,1.12,6.7,6,1,1.13,0.83,0.86,4,0.464,0,0,0.305,0.383,Low
98,2025-06-01,6,1,7.41,1.2,7.23,6,0,2.89,1.59,2.93,9,0.531,0,0,0.396,0.846,High
98,2025-06-02,0,0,3.82,1.43,7.28,2,2,1.36,1.35,1.1,2,0.161,0,0,0.289,0.575,Medium
98,2025-06-03,1,0,6.62,0.18,7.01,10,2,2.56,1.93,2.13,3,0.643,0,0,0.322,0.755,High
98,2025-06-04,2,0,4.2,0.53,7.41,5,0,1.41,0.25,2.54,3,0.347,0,0,0.605,0.576,Medium
98,2025-06-05,3,0,3.52,0.96,6.15,7,0,0.76,0.46,2.3,2,0.105,0,0,0.654,0.547,Medium
98,2025-06-06,4,0,5.18,1.58,6.76,0,1,1.6,1.33,2.25,1,0.267,1,0,0.434,0.741,High
98,2025-06-07,5,1,7.13,1.4,7.4,7,1,1.97,2.27,2.88,4,0.141,0,0,0.404,0.799,High
98,2025-06-08,6,1,6.51,1.11,6.66,13,0,2.11,2.14,2.27,6,0.128,0,0,0.348,0.721,High
98,2025-06-09,0,0,4.84,1.11,6.59,2,1,2.03,1.47,1.35,4,0.462,0,0,0.278,0.619,Medium
98,2025-06-10,1,0,4.92,0.35,6.75,10,0,1.84,1.59,1.49,5,0.737,0,0,0.302,0.69,Medium
98,2025-06-11,2,0,5.12,0.58,7.18,5,0,1.78,1.62,1.72,0,0.375,0,0,0.335,0.558,Medium
98,2025-06-12,3,0,5.44,1.2,6.57,7,0,2.06,1.84,1.55,3,0.576,0,0,0.284,0.796,High
98,2025-06-13,4,0,4.0,1.42,6.19,5,0,1.04,0.77,2.2,4,0.443,0,0,0.549,0.781,High
98,2025-06-14,5,1,6.39,0.63,7.08,10,1,2.14,1.81,2.44,7,0.396,0,0,0.381,0.836,High
98,2025-06-15,6,1,4.39,1.31,6.39,1,0,0.54,1.73,2.12,3,0.784,0,0,0.483,0.836,High
98,2025-06-16,0,0,5.08,1.17,7.24,7,0,2.23,1.94,0.91,4,0.302,0,0,0.179,0.621,Medium
98,2025-06-17,1,0,5.69,0.78,7.29,0,0,2.52,2.09,1.09,4,0.642,0,0,0.191,0.644,Medium
98,2025-06-18,2,0,6.57,1.06,6.91,12,0,2.0,2.14,2.43,3,0.405,0,0,0.37,0.802,High
98,2025-06-19,3,0,4.06,1.16,7.07,0,0,0.92,1.25,1.89,2,0.402,0,0,0.465,0.592,Medium
98,2025-06-20,4,0,4.76,1.13,6.84,12,0,2.74,1.24,0.78,3,0.265,0,0,0.164,0.612,Medium
98,2025-06-21,5,1,5.49,0.87,6.4,4,0,1.38,1.22,2.89,6,0.305,0,0,0.526,0.69,Medium
98,2025-06-22,6,1,6.04,1.02,7.05,11,4,1.87,1.32,2.85,6,0.8,0,0,0.472,0.865,High
98,2025-06-23,0,0,4.05,0.68,7.33,9,0,1.63,1.36,1.05,4,0.454,0,0,0.26,0.564,Medium
98,2025-06-24,1,0,3.24,0.81,6.86,4,0,1.31,0.93,1.0,4,0.927,0,0,0.309,0.66,Medium
98,2025-06-25,2,0,5.49,0.72,8.01,4,1,1.47,1.81,2.21,5,0.012,0,0,0.402,0.43,Low
98,2025-06-26,3,0,4.0,0.95,7.18,6,0,2.01,1.04,0.95,4,0.063,0,0,0.236,0.523,Medium
98,2025-06-27,4,0,4.69,0.03,7.13,3,0,2.11,1.64,0.94,6,0.298,0,0,0.2,0.442,Low
98,2025-06-28,5,1,4.89,1.45,6.72,7,0,1.56,1.69,1.64,6,0.383,0,0,0.335,0.77,High
98,2025-06-29,6,1,4.64,1.53,6.7,8,0,0.76,0.79,3.1,3,0.621,1,0,0.667,0.808,High
98,2025-06-30,0,0,4.73,0.41,7.11,5,0,2.78,1.68,0.27,3,0.458,0,0,0.057,0.413,Low
98,2025-07-01,1,0,6.78,0.0,7.23,10,0,2.1,1.34,3.34,5,0.378,0,0,0.493,0.576,Medium
98,2025-07-02,2,0,5.42,0.68,7.23,3,1,1.23,2.18,2.01,2,0.674,0,0,0.371,0.741,High
98,2025-07-03,3,0,4.79,0.84,6.91,6,1,1.32,0.92,2.55,4,0.283,0,0,0.533,0.596,Medium
98,2025-07-04,4,0,2.64,0.43,7.72,11,0,1.59,0.57,0.48,3,0.427,0,0,0.181,0.345,Low
98,2025-07-05,5,1,6.35,0.94,6.85,13,1,2.13,2.44,1.78,5,0.327,0,0,0.28,0.8,High
98,2025-07-06,6,1,6.11,1.04,6.66,2,0,1.68,1.84,2.59,6,0.582,0,0,0.424,0.884,High
98,2025-07-07,0,0,4.94,0.79,6.95,2,0,1.53,1.33,2.09,0,0.043,0,0,0.423,0.494,Medium
98,2025-07-08,1,0,5.85,0.96,6.94,3,0,1.5,3.37,0.98,6,0.349,0,0,0.168,0.712,High
98,2025-07-09,2,0,3.86,1.03,7.45,2,0,1.25,1.1,1.51,4,0.442,0,0,0.392,0.524,Medium
98,2025-07-10,3,0,3.46,0.72,6.53,5,0,1.47,0.46,1.54,1,0.369,0,0,0.444,0.475,Medium
98,2025-07-11,4,0,5.1,0.14,6.81,2,1,1.33,0.99,2.78,0,0.385,0,0,0.545,0.576,Medium
98,2025-07-12,5,1,4.93,1.32,6.74,6,1,1.5,1.08,2.36,5,0.301,0,0,0.478,0.62,Medium
98,2025-07-13,6,1,4.21,1.67,7.71,11,0,1.63,1.05,1.53,5,0.365,1,0,0.364,0.85,High
98,2025-07-14,0,0,6.08,0.68,6.53,11,0,1.51,1.95,2.61,5,0.404,0,0,0.43,0.827,High
98,2025-07-15,1,0,4.78,1.27,6.94,6,0,1.96,1.34,1.48,3,0.275,0,0,0.309,0.683,Medium
98,2025-07-16,2,0,3.31,0.05,7.4,5,0,0.79,1.04,1.48,5,0.235,0,0,0.446,0.348,Low
98,2025-07-17,3,0,5.88,0.48,6.94,8,1,2.58,1.6,1.7,2,0.824,0,0,0.289,0.67,Medium
98,2025-07-18,4,0,5.38,1.18,6.43,3,0,2.22,0.89,2.28,2,0.679,0,0,0.423,0.797,High
98,2025-07-19,5,1,3.28,1.24,6.56,8,1,1.34,1.39,0.55,3,0.461,0,0,0.167,0.575,Medium
98,2025-07-20,6,1,6.7,1.23,7.18,7,0,1.53,1.66,3.51,7,0.263,0,0,0.524,0.834,High
98,2025-07-21,0,0,6.14,0.85,7.39,9,0,1.73,1.82,2.58,2,0.291,0,0,0.421,0.594,Medium
98,2025-07-22,1,0,4.14,0.59,6.99,8,0,1.99,1.91,0.24,3,0.507,0,0,0.059,0.67,Medium
98,2025-07-23,2,0,6.24,0.75,8.21,9,1,1.84,1.68,2.72,1,0.273,0,0,0.436,0.536,Medium
98,2025-07-24,3,0,4.99,1.15,7.02,8,0,1.97,1.64,1.38,5,0.706,0,0,0.276,0.784,High
98,2025-07-25,4,0,5.85,0.83,7.83,3,0,2.39,2.71,0.74,3,0.639,0,0,0.127,0.575,Medium
98,2025-07-26,5,1,5.76,0.77,6.86,8,2,1.66,1.92,2.17,10,0.535,0,0,0.377,0.738,High
98,2025-07-27,6,1,5.65,1.09,7.54,9,1,1.56,1.83,2.26,4,0.416,0,0,0.399,0.649,Medium
98,2025-07-28,0,0,4.25,0.96,6.75,3,0,1.6,1.25,1.4,3,0.6,0,0,0.33,0.581,Medium
98,2025-07-29,1,0,4.41,0.67,7.06,0,0,1.53,1.3,1.57,2,0.215,0,0,0.356,0.719,High
98,2025-07-30,2,0,5.18,0.26,8.01,8,0,0.43,0.79,3.97,3,0.223,0,0,0.765,0.438,Low
99,2025-06-01,6,1,5.56,0.7,3.87,0,1,2.03,1.27,2.25,9,0.539,0,1,0.406,0.955,High
99,2025-06-02,0,0,4.63,0.83,3.68,2,0,2.13,2.02,0.48,9,0.537,0,1,0.105,0.919,High
99,2025-06-03,1,0,4.63,0.68,4.02,6,0,1.02,1.63,1.98,5,0.555,0,1,0.428,0.918,High
99,2025-06-04,2,0,5.75,0.65,5.14,1,0,1.13,1.88,2.75,8,0.658,0,1,0.478,0.935,High
99,2025-06-05,3,0,6.53,0.1,4.57,9,0,2.38,1.68,2.47,4,0.271,0,1,0.378,0.945,High
99,2025-06-06,4,0,5.5,0.43,4.73,4,1,2.06,1.25,2.19,9,0.518,0,1,0.398,0.904,High
99,2025-06-07,5,1,5.59,1.54,4.1,8,0,1.57,1.52,2.49,7,0.716,1,1,0.446,0.977,High
99,2025-06-08,6,1,5.18,1.29,4.31,3,0,2.57,1.18,1.43,9,0.22,0,1,0.277,0.971,High
99,2025-06-09,0,0,6.68,0.65,4.36,7,1,2.32,1.69,2.67,4,0.623,0,1,0.399,0.913,High
99,2025-06-10,1,0,6.26,1.19,3.5,2,0,1.82,3.08,1.37,9,0.704,0,1,0.219,0.953,High
99,2025-06-11,2,0,5.26,1.04,3.5,3,0,2.02,1.31,1.94,6,0.633,0,1,0.368,0.958,High
99,2025-06-12,3,0,5.26,1.19,3.54,3,1,1.79,0.99,2.47,3,0.273,0,1,0.47,0.943,High
99,2025-06-13,4,0,4.64,0.23,3.5,3,0,2.0,1.1,1.53,6,0.735,0,1,0.33,0.951,High
99,2025-06-14,5,1,6.26,1.44,3.72,6,1,1.64,1.09,3.53,1,0.17,0,1,0.564,0.976,High
99,2025-06-15,6,1,5.95,0.88,6.07,7,0,1.56,1.39,3.0,6,0.617,0,0,0.504,0.788,High
99,2025-06-16,0,0,6.84,0.25,4.08,10,0,2.34,2.21,2.29,9,0.781,0,1,0.334,0.923,High
99,2025-06-17,1,0,6.47,0.87,4.58,8,0,2.96,2.94,0.56,4,0.262,0,1,0.087,0.963,High
99,2025-06-18,2,0,4.08,0.57,4.42,2,1,1.16,0.65,2.27,2,0.518,0,1,0.556,0.826,High
99,2025-06-19,3,0,5.82,0.8,5.2,7,0,1.57,0.72,3.53,7,0.455,0,1,0.607,0.899,High
99,2025-06-20,4,0,6.19,0.2,4.67,0,1,2.5,1.99,1.7,4,0.289,0,1,0.274,0.912,High
99,2025-06-21,5,1,5.55,1.25,4.01,13,0,2.32,1.55,1.68,7,0.099,0,1,0.303,0.984,High
99,2025-06-22,6,1,3.55,0.95,4.33,7,1,2.06,0.95,0.54,11,0.587,0,1,0.151,0.942,High
99,2025-06-23,0,0,4.92,0.55,4.6,8,1,1.82,2.05,1.05,5,0.779,0,1,0.214,0.923,High
99,2025-06-24,1,0,6.3,0.53,4.79,4,1,2.71,2.1,1.49,6,0.567,0,1,0.237,0.905,High
99,2025-06-25,2,0,5.84,1.03,4.66,8,0,2.25,1.42,2.16,6,0.098,0,1,0.37,0.921,High
99,2025-06-26,3,0,5.78,0.24,4.98,4,0,2.91,2.16,0.7,5,0.027,0,1,0.122,0.873,High
99,2025-06-27,4,0,6.43,0.5,4.62,7,1,2.53,2.45,1.46,9,0.417,0,1,0.227,0.931,High
99,2025-06-28,5,1,6.99,0.61,4.18,7,0,2.02,3.17,1.8,8,0.529,0,1,0.258,0.975,High
99,2025-06-29,6,1,7.26,1.29,4.64,4,0,2.12,2.4,2.75,8,0.278,0,1,0.378,0.933,High
99,2025-06-30,0,0,7.37,0.68,3.5,7,0,3.51,2.81,1.05,7,0.135,0,1,0.142,0.973,High
99,2025-07-01,1,0,4.64,0.85,5.03,4,0,1.74,1.95,0.95,5,0.515,0,1,0.205,0.934,High
99,2025-07-02,2,0,4.97,0.49,5.04,7,0,2.43,2.34,0.21,6,0.301,0,1,0.041,0.921,High
99,2025-07-03,3,0,5.28,0.84,4.26,3,0,2.71,2.19,0.38,3,0.363,0,1,0.073,0.923,High
99,2025-07-04,4,0,6.82,0.49,4.19,6,0,2.34,1.64,2.85,2,0.179,0,1,0.417,0.94,High
99,2025-07-05,5,1,5.19,0.67,4.77,6,1,2.36,0.0,2.83,6,0.504,0,1,0.545,0.893,High
99,2025-07-06,6,1,6.51,0.87,3.8,9,0,2.83,1.51,2.17,10,0.505,0,1,0.333,0.984,High
99,2025-07-07,0,0,7.09,0.92,4.91,5,0,2.13,2.11,2.85,5,0.77,0,1,0.401,0.939,High
99,2025-07-08,1,0,6.38,0.81,3.82,10,0,3.98,2.4,0.0,8,0.236,0,1,0.0,0.96,High
99,2025-07-09,2,0,4.57,0.81,4.32,4,0,1.61,1.33,1.64,7,0.234,0,1,0.358,0.906,High
99,2025-07-10,3,0,4.44,0.17,5.03,4,0,1.1,0.59,2.76,6,0.198,0,1,0.62,0.814,High
99,2025-07-11,4,0,7.25,0.6,4.54,4,0,3.62,2.6,1.03,7,0.956,0,1,0.142,0.948,High
99,2025-07-12,5,1,5.56,1.4,3.9,8,1,2.07,2.21,1.28,7,0.75,0,1,0.23,0.985,High
99,2025-07-13,6,1,6.57,0.66,4.58,7,5,1.87,2.4,2.3,9,0.2,0,1,0.351,0.953,High
99,2025-07-14,0,0,5.24,0.39,4.37,7,1,1.61,1.51,2.12,2,0.29,0,1,0.404,0.863,High
99,2025-07-15,1,0,5.55,0.38,5.2,9,1,1.88,2.19,1.48,7,0.615,0,1,0.267,0.898,High
99,2025-07-16,2,0,4.94,0.94,3.9,7,0,1.65,1.84,1.44,7,0.25,0,1,0.292,0.933,High
99,2025-07-17,3,0,4.91,1.18,3.52,6,2,2.45,2.45,0.0,5,0.379,0,1,0.0,0.944,High
99,2025-07-18,4,0,6.21,1.05,3.94,6,0,1.72,1.2,3.28,4,0.337,0,1,0.529,0.96,High
99,2025-07-19,5,1,6.49,1.25,5.14,8,0,2.57,1.57,2.35,6,0.324,0,1,0.362,0.978,High
99,2025-07-20,6,1,6.91,1.09,3.56,9,1,2.86,1.25,2.8,12,0.764,0,1,0.405,0.987,High
99,2025-07-21,0,0,5.5,0.92,4.57,7,0,1.97,1.24,2.29,7,0.569,0,1,0.417,0.924,High
99,2025-07-22,1,0,7.19,0.92,4.5,7,0,3.22,2.32,1.65,5,0.383,0,1,0.229,0.966,High
99,2025-07-23,2,0,7.56,0.27,4.39,9,0,2.12,2.68,2.76,3,0.227,0,1,0.364,0.941,High
99,2025-07-24,3,0,5.75,0.97,4.2,5,0,0.93,1.98,2.84,6,0.657,0,1,0.494,0.934,High
99,2025-07-25,4,0,6.74,0.18,5.33,9,0,1.72,2.14,2.88,6,0.652,0,1,0.427,0.866,High
99,2025-07-26,5,1,6.42,1.04,4.28,14,2,2.68,2.06,1.67,10,0.172,0,1,0.261,0.976,High
99,2025-07-27,6,1,6.02,0.98,4.35,2,1,3.09,2.93,0.0,9,0.458,0,1,0.0,0.944,High
99,2025-07-28,0,0,5.65,0.88,4.89,4,0,1.83,1.54,2.28,7,0.335,0,1,0.404,0.918,High
99,2025-07-29,1,0,3.39,0.86,4.44,10,0,1.08,1.38,0.93,8,0.283,0,1,0.273,0.939,High
99,2025-07-30,2,0,6.4,0.36,5.2,8,0,2.57,2.03,1.79,5,0.6,0,1,0.281,0.926,High
100,2025-06-01,6,1,3.82,1.44,5.43,4,0,1.59,1.48,0.75,5,0.345,0,1,0.195,0.934,High
100,2025-06-02,0,0,4.75,1.19,6.31,7,1,2.08,2.67,0.0,0,0.768,0,0,0.0,0.81,High
100,2025-06-03,1,0,3.19,0.88,6.05,3,0,1.0,0.52,1.66,2,0.408,0,0,0.522,0.481,Medium
100,2025-06-04,2,0,5.56,0.7,5.07,7,0,1.47,2.73,1.37,1,0.499,0,1,0.246,0.894,High
100,2025-06-05,3,0,3.72,0.88,5.8,1,0,1.79,1.25,0.67,4,0.2,0,1,0.18,0.863,High
100,2025-06-06,4,0,5.01,0.79,5.98,12,0,2.64,1.05,1.32,1,0.085,0,1,0.262,0.794,High
100,2025-06-07,5,1,5.15,1.56,4.45,14,1,2.59,0.96,1.59,4,0.272,1,1,0.31,0.953,High
100,2025-06-08,6,1,4.66,2.23,5.15,10,1,1.82,0.97,1.87,7,0.442,1,1,0.402,0.956,High
100,2025-06-09,0,0,4.35,1.16,5.78,8,0,1.47,1.82,1.06,4,0.435,0,1,0.244,0.763,High
100,2025-06-10,1,0,3.92,1.41,5.23,8,0,1.62,0.93,1.38,4,0.72,0,1,0.352,0.932,High
100,2025-06-11,2,0,5.18,1.32,6.33,9,1,2.02,1.93,1.23,1,0.559,0,0,0.237,0.766,High
100,2025-06-12,3,0,3.62,1.4,4.96,4,0,1.07,1.68,0.87,4,0.358,0,1,0.24,0.895,High
100,2025-06-13,4,0,6.2,1.07,6.12,3,0,1.63,1.5,3.07,3,0.637,0,0,0.495,0.874,High
100,2025-06-14,5,1,3.94,1.52,4.65,6,1,1.99,1.65,0.31,6,0.594,1,1,0.079,0.972,High
100,2025-06-15,6,1,5.05,1.7,5.44,12,2,0.95,1.92,2.17,6,0.773,1,1,0.43,0.937,High
100,2025-06-16,0,0,3.88,1.37,5.0,4,2,1.72,1.55,0.61,7,0.685,0,1,0.156,0.925,High
100,2025-06-17,1,0,4.71,1.41,5.57,2,0,1.28,2.56,0.87,1,0.56,0,1,0.186,0.86,High
100,2025-06-18,2,0,4.81,1.63,4.86,6,1,1.13,0.86,2.83,5,0.969,1,1,0.587,0.903,High
100,2025-06-19,3,0,5.42,1.46,5.95,1,0,1.4,2.87,1.15,1,0.059,0,1,0.211,0.749,High
100,2025-06-20,4,0,4.9,0.72,4.88,4,0,1.21,1.25,2.44,8,0.128,0,1,0.499,0.808,High
100,2025-06-21,5,1,5.44,2.06,5.54,8,0,2.43,1.57,1.44,5,0.265,1,1,0.265,0.95,High
100,2025-06-22,6,1,5.19,1.8,5.37,10,1,1.48,1.29,2.42,2,0.562,1,1,0.467,0.973,High
100,2025-06-23,0,0,3.09,1.59,5.6,3,0,1.21,1.09,0.78,5,0.279,1,1,0.254,0.812,High
100,2025-06-24,1,0,5.0,0.83,5.23,6,0,1.4,0.79,2.81,6,0.364,0,1,0.561,0.852,High
100,2025-06-25,2,0,5.52,1.07,5.75,3,0,1.94,1.41,2.17,5,0.407,0,1,0.393,0.865,High
100,2025-06-26,3,0,3.06,1.43,5.92,9,1,1.35,0.09,1.63,4,0.424,0,1,0.531,0.789,High
100,2025-06-27,4,0,4.46,0.68,6.24,10,1,1.36,1.37,1.73,0,0.424,0,0,0.387,0.708,High
100,2025-06-28,5,1,5.75,1.77,5.35,4,0,2.01,1.04,2.7,6,0.601,1,1,0.469,0.956,High
100,2025-06-29,6,1,4.0,1.95,5.96,0,0,1.82,0.0,2.18,3,0.639,1,1,0.545,0.883,High
100,2025-06-30,0,0,4.69,1.32,6.64,2,0,1.06,1.33,2.3,4,0.686,0,0,0.491,0.832,High
100,2025-07-01,1,0,3.73,0.88,5.44,8,1,1.17,1.53,1.04,6,0.764,0,1,0.278,0.876,High
100,2025-07-02,2,0,3.8,1.46,5.99,6,1,1.21,0.93,1.67,3,0.498,0,1,0.439,0.788,High
100,2025-07-03,3,0,5.64,0.82,5.64,10,0,2.64,1.2,1.81,2,0.342,0,1,0.32,0.871,High
100,2025-07-04,4,0,3.99,0.83,5.9,4,1,1.29,1.95,0.75,4,0.652,0,1,0.187,0.679,Medium
100,2025-07-05,5,1,5.29,1.43,5.8,5,0,2.44,2.11,0.73,3,0.372,0,1,0.139,0.924,High
100,2025-07-06,6,1,5.35,1.35,5.69,5,0,1.68,0.71,2.95,5,0.572,0,1,0.552,0.902,High
100,2025-07-07,0,0,4.15,0.91,5.64,7,0,0.86,0.79,2.5,3,0.394,0,1,0.602,0.784,High
100,2025-07-08,1,0,5.24,1.33,5.87,11,2,2.5,1.6,1.14,6,0.276,0,1,0.218,0.79,High
100,2025-07-09,2,0,3.07,0.45,6.11,1,0,1.91,0.42,0.74,6,0.441,0,0,0.24,0.675,Medium
100,2025-07-10,3,0,5.43,1.36,5.48,2,0,1.95,1.68,1.81,1,0.744,0,1,0.333,0.938,High
100,2025-07-11,4,0,4.33,0.33,6.48,7,1,1.37,1.25,1.72,6,0.52,0,0,0.396,0.524,Medium
100,2025-07-12,5,1,4.51,2.16,5.86,6,1,1.33,2.13,1.05,6,0.402,1,1,0.233,0.927,High
100,2025-07-13,6,1,7.0,1.9,4.63,4,1,2.49,1.27,3.23,6,0.617,1,1,0.462,0.974,High
100,2025-07-14,0,0,3.75,1.48,5.17,5,0,1.15,1.01,1.59,4,0.188,0,1,0.425,0.831,High
100,2025-07-15,1,0,5.59,0.8,6.18,4,2,1.95,1.6,2.04,4,0.497,0,0,0.364,0.676,Medium
100,2025-07-16,2,0,4.71,1.49,5.78,4,0,2.46,2.16,0.09,8,0.56,0,1,0.019,0.954,High
100,2025-07-17,3,0,5.23,0.87,5.8,5,2,1.63,1.77,1.84,4,0.5,0,1,0.351,0.815,High
100,2025-07-18,4,0,5.26,1.74,5.51,2,0,2.06,2.25,0.95,3,0.702,1,1,0.18,0.867,High
100,2025-07-19,5,1,4.42,2.27,4.16,7,0,1.89,1.37,1.15,7,0.68,1,1,0.261,0.973,High
100,2025-07-20,6,1,6.83,1.29,5.91,8,1,2.22,1.38,3.22,5,0.176,0,1,0.472,0.919,High
100,2025-07-21,0,0,3.95,0.94,5.63,8,1,0.64,0.76,2.55,1,0.298,0,1,0.645,0.712,High
100,2025-07-22,1,0,3.8,1.09,5.88,11,0,1.76,1.2,0.84,7,0.724,0,1,0.221,0.869,High
100,2025-07-23,2,0,6.02,0.85,5.82,0,1,2.95,1.46,1.6,0,0.611,0,1,0.266,0.869,High
100,2025-07-24,3,0,4.15,0.67,5.8,7,1,1.77,1.56,0.81,4,0.41,0,1,0.195,0.769,High
100,2025-07-25,4,0,5.29,1.44,5.43,9,2,2.62,1.51,1.16,6,0.246,0,1,0.22,0.931,High
100,2025-07-26,5,1,4.6,2.3,5.24,5,3,1.91,1.34,1.35,6,0.41,1,1,0.293,0.956,High
100,2025-07-27,6,1,7.05,1.75,4.6,5,1,2.0,2.35,2.7,5,0.619,1,1,0.383,0.981,High
100,2025-07-28,0,0,5.6,1.5,6.18,7,0,1.72,1.99,1.89,6,0.581,0,0,0.338,0.682,Medium
100,2025-07-29,1,0,3.0,1.27,6.29,10,0,0.98,0.84,1.18,5,0.299,0,0,0.394,0.636,Medium
100,2025-07-30,2,0,4.1,1.82,5.33,1,0,1.56,0.96,1.58,5,0.661,1,1,0.387,0.927,High
101,2025-06-01,6,1,4.14,1.44,6.23,5,3,1.53,1.04,1.58,6,0.175,0,0,0.381,0.588,Medium
101,2025-06-02,0,0,4.04,1.96,5.58,9,0,1.51,2.08,0.45,3,0.311,1,1,0.112,0.95,High
101,2025-06-03,1,0,2.8,0.95,4.67,8,0,0.93,0.56,1.31,2,0.25,0,1,0.469,0.757,High
101,2025-06-04,2,0,5.02,0.4,6.95,5,1,1.32,1.8,1.89,3,0.708,0,0,0.377,0.591,Medium
101,2025-06-05,3,0,3.89,0.92,5.6,9,0,2.06,1.43,0.41,8,0.338,0,1,0.104,0.794,High
101,2025-06-06,4,0,4.63,1.56,5.43,6,1,1.42,1.1,2.11,2,0.412,1,1,0.455,0.91,High
101,2025-06-07,5,1,4.78,1.26,5.44,4,1,1.74,1.35,1.69,9,0.227,0,1,0.354,0.904,High
101,2025-06-08,6,1,5.7,1.46,5.0,6,1,1.61,1.21,2.88,1,0.515,0,1,0.505,0.942,High
101,2025-06-09,0,0,4.78,0.83,6.8,4,0,1.84,1.94,0.99,3,0.048,0,0,0.208,0.448,Low
101,2025-06-10,1,0,5.09,1.3,6.25,7,0,1.03,1.46,2.6,4,0.398,0,0,0.511,0.567,Medium
101,2025-06-11,2,0,2.74,0.99,5.62,9,0,0.73,0.93,1.07,5,0.724,0,1,0.391,0.6,Medium
101,2025-06-12,3,0,5.17,0.96,6.23,3,0,2.63,1.65,0.89,3,0.185,0,0,0.173,0.687,Medium
101,2025-06-13,4,0,4.07,1.62,5.85,7,2,1.14,1.16,1.77,4,0.199,1,1,0.435,0.728,High
101,2025-06-14,5,1,5.62,1.58,6.31,4,0,1.79,1.47,2.36,7,0.131,1,0,0.42,0.911,High
101,2025-06-15,6,1,5.43,1.71,5.99,7,3,2.81,1.42,1.2,6,0.219,1,1,0.22,0.951,High
101,2025-06-16,0,0,3.11,1.45,5.8,4,1,1.8,1.31,0.0,5,0.525,0,1,0.001,0.858,High
101,2025-06-17,1,0,5.92,0.8,5.83,8,1,2.01,1.47,2.45,6,0.595,0,1,0.413,0.762,High
101,2025-06-18,2,0,4.6,0.95,6.64,9,0,1.46,1.27,1.87,7,0.764,0,0,0.405,0.746,High
101,2025-06-19,3,0,5.03,1.33,5.57,2,0,1.88,1.91,1.24,2,0.427,0,1,0.246,0.838,High
101,2025-06-20,4,0,5.44,1.1,6.92,4,0,1.98,1.7,1.76,3,0.888,0,0,0.324,0.655,Medium
101,2025-06-21,5,1,6.14,1.6,5.18,10,1,2.41,3.37,0.36,6,0.653,1,1,0.058,0.97,High
101,2025-06-22,6,1,4.22,1.46,5.31,8,3,1.69,0.96,1.56,2,0.739,0,1,0.37,0.913,High
101,2025-06-23,0,0,4.76,1.15,5.41,3,1,1.55,1.98,1.23,4,0.336,0,1,0.259,0.942,High
101,2025-06-24,1,0,4.24,1.18,5.53,5,1,1.0,0.72,2.52,0,0.169,0,1,0.595,0.803,High
